image_id,archive,dhash,phash,dup_cluster
ISIC_0030225,isic2019,11461396246106156863,18275891355408242528,7854
ISIC_0029640,isic2019,11747533643564160919,15246107073728425080,8237
ISIC_0029724,isic2019,11747533643564160919,15246105974250351736,8237
ISIC_0029814,isic2019,517662199570698012,8131578746984956726,8411
ISIC_0031481,isic2019,517662199570698012,17354950783839601462,8411
ISIC_0030444,isic2019,17358173267895963376,16364282684820059032,9041
ISIC_0030973,isic2019,17358173267895963376,16364282684820059032,9041
ISIC_0030652,isic2019,14016194972484180751,15536022769138591050,9249
ISIC_0030852,isic2019,14016194972484213647,15536022837858067530,9249
ISIC_0030654,isic2019,2309940403979914178,14063964087483524908,9251
ISIC_0031621,isic2019,6921626422407301826,14063964087483524908,9251
ISIC_0031822,isic2019,2307688604166228610,14063964086544000812,9251
ISIC_0053673,isic2019,13094935061727220192,14584679625920900832,13056
ISIC_0066963,isic2019,13094935061726695920,14656737219958828256,13056
ISIC_0053738,isic2019,17364999449877078256,3108211157732981402,13098
ISIC_0073198,isic2019,17364999449877078256,3108211157732981402,13098
ISIC_0053779,isic2019,2238024166168010511,8757113658135383398,13127
ISIC_0064409,isic2019,1085102661561163551,8757113658135398758,13127
ISIC_0053812,isic2019,3710930873953026046,1513133864341577984,13145
ISIC_0071101,isic2019,3710930873953026046,1513133864341577984,13145
ISIC_0054023,isic2019,15924727732626259454,6975973183994629820,13260
ISIC_0064545,isic2019,15924727732626259454,6975973183994629820,13260
ISIC_0054074,isic2019,15897106152247494535,9522370753053726700,13292
ISIC_0071589,isic2019,15897106152247494535,9522370753053726700,13292
ISIC_0054075,isic2019,14730002973300494976,7426307873374374718,13293
ISIC_0061861,isic2019,14730002973300494976,7426307873374374718,13293
ISIC_0054113,isic2019,7372224894438130379,6808812217880701088,13313
ISIC_0070345,isic2019,7372224894438130379,6808812217880701088,13313
ISIC_0054118,isic2019,17363835607823875312,3094136128570981312,13316
ISIC_0056756,isic2019,17363835607823875312,3094136128570981312,13316
ISIC_0054192,isic2019,2337641782347624512,2769955181435364976,13364
ISIC_0064412,isic2019,2337641782347591712,2769955181435627120,13364
ISIC_0054207,isic2019,8140472511751843056,3112819453013314342,13373
ISIC_0072904,isic2019,8140481308113299696,3112819487373052710,13373
ISIC_0054257,isic2019,16185952651985875168,12310450579269652326,13399
ISIC_0063740,isic2019,16185952653059616992,12319457778520199014,13399
ISIC_0054288,isic2019,17363866608059854064,12255021347664748128,13418
ISIC_0068768,isic2019,17359292639688305904,12255021347664748128,13418
ISIC_0054334,isic2019,17360416272152847600,3138046287103294352,13449
ISIC_0056130,isic2019,17360416272152847600,3138046287103294352,13449
ISIC_0054368,isic2019,15606957385570032856,6962286584044850686,13474
ISIC_0062672,isic2019,15606957385570033352,6971293783298543102,13474
ISIC_0054428,isic2019,17361601467571814640,11562454289676790150,13510
ISIC_0060283,isic2019,17361592680068728048,11562454289677314436,13510
ISIC_0054482,isic2019,17355947615036803312,3040656485342927464,13541
ISIC_0065396,isic2019,17355947614499948784,3040656416623450744,13541
ISIC_0054570,isic2019,17359358438084767984,9911918812118660390,13594
ISIC_0065537,isic2019,17359358438084767984,9911917712607033126,13594
ISIC_0054673,isic2019,17045578265986547708,6975938615953624814,13663
ISIC_0068975,isic2019,17050081865613918204,6975938615953624814,13663
ISIC_0054687,isic2019,17354724572066644720,12267384023520515710,13671
ISIC_0059108,isic2019,17355832879787442928,12267383748642609022,13671
ISIC_0054704,isic2019,15315624213508771060,14022851225525734546,13684
ISIC_0071896,isic2019,15315624213508771060,14031858424780474514,13684
ISIC_0054763,isic2019,17926799107303198960,11702063644266887580,13721
ISIC_0054802,isic2019,17926799107303198960,11702063644266887580,13721
ISIC_0054792,isic2019,9225656882400534282,16611976240321893102,13738
ISIC_0072272,isic2019,9225656882400534282,16611976240321893102,13738
ISIC_0054892,isic2019,16772707722327810800,9992505623613552350,13797
ISIC_0059343,isic2019,16772672537955721968,9992540807985641174,13797
ISIC_0054900,isic2019,17364979175882933472,12265155391591210568,13803
ISIC_0055955,isic2019,17364981374905664736,12265155116713303640,13803
ISIC_0054911,isic2019,505253136790457096,16562438883092360464,13812
ISIC_0062368,isic2019,505253136790457096,16562438883092360464,13812
ISIC_0054917,isic2019,17351400207279768800,12266684424646188648,13816
ISIC_0058898,isic2019,17351400207279770848,12265699262227701352,13816
ISIC_0054978,isic2019,4643484739819302944,2767164659578906226,13858
ISIC_0058565,isic2019,4679513536838791200,2767164659577861746,13858
ISIC_0054986,isic2019,9005203473434694497,3398631640472403224,13864
ISIC_0067341,isic2019,9005203473434694497,3398631640472403224,13864
ISIC_0055155,isic2019,10164359441350068103,14926966780018397896,13959
ISIC_0072036,isic2019,10164359441350068103,14926966780018365144,13959
ISIC_0055434,isic2019,13890000003539649486,14741269827363943222,14139
ISIC_0072421,isic2019,13890002203637171150,15894191057092883254,14139
ISIC_0055541,isic2019,15896755188815540912,7089683544877971788,14210
ISIC_0072938,isic2019,15608524812663831224,7089683544877971788,14210
ISIC_0055626,isic2019,17363855750954545392,804724575235525330,14253
ISIC_0063136,isic2019,8135980114338181360,804724540909341394,14253
ISIC_0067079,isic2019,17363853551933386864,804725674745055954,14253
ISIC_0070508,isic2019,17361601752118128752,804733371326450386,14253
ISIC_0055643,isic2019,16207501477130334320,2938835765422219506,14264
ISIC_0065417,isic2019,16207501477130334320,2938835765422219506,14264
ISIC_0055711,isic2019,2337641816573112320,2770515900643122584,14305
ISIC_0063565,isic2019,2337641816572096544,11989384337870527896,14305
ISIC_0055961,isic2019,17363782922398254304,12265167064206554362,14470
ISIC_0061587,isic2019,17363782939579172064,12265167064206554362,14470
ISIC_0056067,isic2019,15320135490515963822,7002427347551750066,14530
ISIC_0067320,isic2019,15031905114364252078,7002427347551750066,14530
ISIC_0056301,isic2019,9937596292610668222,7896923968228001688,14678
ISIC_0066104,isic2019,9937596292614862524,7896925067739629336,14678
ISIC_0056348,isic2019,1089623784653004575,7751123835289416496,14707
ISIC_0069881,isic2019,1089623784654053151,7607008647247115056,14707
ISIC_0056528,isic2019,1337312967806394269,4754572035151804568,14808
ISIC_0072249,isic2019,1337295375620349853,4754571966432327864,14808
ISIC_0056556,isic2019,18226270665553535200,2484449458895498164,14828
ISIC_0059528,isic2019,15632196730432315616,2484449458895759796,14828
ISIC_0056655,isic2019,17355407379564301532,7178080714309872410,14884
ISIC_0068576,isic2019,17354844429610896636,7178080722899804954,14884
ISIC_0056671,isic2019,10383098302498391756,12371605428965588040,14896
ISIC_0060645,isic2019,9230194390077591244,12389619818885135432,14896
ISIC_0056728,isic2019,16779286311658781408,213510583868983794,14935
ISIC_0068343,isic2019,16779286311658781408,213510583868983794,14935
ISIC_0056805,isic2019,13986505951072373837,16623665330751062118,14982
ISIC_0062456,isic2019,14004520349581724749,16623665330751030374,14982
ISIC_0056850,isic2019,1808226307784541633,17682120397183321734,15011
ISIC_0067024,isic2019,1808226307784541633,17682120397183321734,15011
ISIC_0056923,isic2019,13879002266962173854,8899570391894846304,15061
ISIC_0057701,isic2019,16184845276310085534,8899570391895042912,15061
ISIC_0068668,isic2019,16184845276310085534,8899570391895042912,15061
ISIC_0056991,isic2019,17914931323741376228,7005079120868818550,15105
ISIC_0071778,isic2019,17914931323741376232,7005079121137253974,15105
ISIC_0057051,isic2019,17364946260736659696,12333272026853046474,15146
ISIC_0066220,isic2019,17364946260736659696,12333272026853046474,15146
ISIC_0057101,isic2019,2522865743998455634,14642667869190724900,15180
ISIC_0070197,isic2019,2522865778358192082,14930898245208218916,15180
ISIC_0057272,isic2019,8138225291614285936,9539887980498218090,15281
ISIC_0072042,isic2019,8138225291614285936,9539887980498218090,15281
ISIC_0057477,isic2019,16206410992952074480,12285421512751610400,15412
ISIC_0061307,isic2019,16206410992952074480,12285421512751610400,15412
ISIC_0057870,isic2019,17173552452879064560,3056443721898918762,15629
ISIC_0066359,isic2019,17173517268507008496,3056443721898918762,15629
ISIC_0057940,isic2019,10884961753835179916,6258220699153054956,15679
ISIC_0058272,isic2019,1661589715906662300,6222191902136188140,15679
ISIC_0058136,isic2019,2337615342461317136,9717214544339633688,15802
ISIC_0068717,isic2019,2337615342461284368,9717212345316378200,15802
ISIC_0058338,isic2019,8138278085153321072,9570847726228711064,15932
ISIC_0069678,isic2019,8138278085153321056,9570847726094493400,15932
ISIC_0058347,isic2019,17363853551931285744,753997523970868110,15939
ISIC_0070558,isic2019,17363853551931285616,754067892714783630,15939
ISIC_0058431,isic2019,17361641308596257008,12338914083643725528,15993
ISIC_0062104,isic2019,17361641377315733728,12266856489606846168,15993
ISIC_0058534,isic2019,14703979104006246340,17786827550407039120,16059
ISIC_0065290,isic2019,14703979104274681572,15480984541193361552,16059
ISIC_0058710,isic2019,4043422259444909825,18242816398492115348,16169
ISIC_0062911,isic2019,2025809626381879041,17666355646188708244,16169
ISIC_0058767,isic2019,17931271911450140912,12260665966674220252,16206
ISIC_0060120,isic2019,17931236724930306288,12260665966674220252,16206
ISIC_0058770,isic2019,17358155606724888816,3060394161646924370,16209
ISIC_0073173,isic2019,17358155606724888816,3060394161646924370,16209
ISIC_0058826,isic2019,10091527792469411488,16962711765658378830,16249
ISIC_0065665,isic2019,12397369702171477664,16962711765658378830,16249
ISIC_0059011,isic2019,13889258067039406312,2566641627368925050,16371
ISIC_0060857,isic2019,13889258067039406312,2566641627368925050,16371
ISIC_0059070,isic2019,11677303981343513620,9190589530852333854,16409
ISIC_0060642,isic2019,16288989999770901524,9190589264564361502,16409
ISIC_0059167,isic2019,17361630029255986416,115732835617115548,16470
ISIC_0064198,isic2019,17361594844883963120,115732835617123736,16470
ISIC_0059207,isic2019,9621525088190798902,18141489124461626150,16489
ISIC_0061742,isic2019,9621525088190798900,18141489124461626150,16489
ISIC_0069603,isic2019,9621525088190798909,18141489124461626022,16489
ISIC_0071460,isic2019,9621525088190798901,18141489124461626150,16489
ISIC_0059210,isic2019,14883978471094922782,14809870943938360616,16492
ISIC_0072789,isic2019,14883978471094890015,14809870943938385192,16492
ISIC_0059354,isic2019,9225639290214485773,16470115053364523748,16581
ISIC_0071855,isic2019,9225639290214485773,16470115053364523748,16581
ISIC_0059432,isic2019,17354865281675988208,3139750554587381654,16636
ISIC_0061330,isic2019,17354865281675988712,3139750554587381462,16636
ISIC_0059442,isic2019,2739885702112060354,14121366228165511126,16646
ISIC_0070723,isic2019,2740167174941287362,14122491853194446806,16646
ISIC_0059457,isic2019,4339815513068617278,8837087622034680742,16656
ISIC_0071341,isic2019,4051585136916905534,8855102020544162214,16656
ISIC_0059661,isic2019,9225637095469354662,16628865503414557618,16777
ISIC_0066326,isic2019,9225637095469354662,16628865503414557618,16777
ISIC_0059771,isic2019,13981160108435905694,18411571214610155634,16858
ISIC_0068639,isic2019,14269390484587613342,18411570939732249714,16858
ISIC_0059772,isic2019,13301414614646269668,8769494995171828530,16859
ISIC_0060668,isic2019,17913100624483591908,9057725370786669362,16859
ISIC_0059988,isic2019,8140481515077040368,3110567550121069250,16985
ISIC_0065292,isic2019,17363853551931814128,3110567550121069154,16985
ISIC_0060045,isic2019,10091454123829761180,7090786874556582910,17025
ISIC_0071266,isic2019,10095958822968759452,7090786876701969406,17025
ISIC_0060116,isic2019,17359380918176639088,2415228105999044926,17065
ISIC_0068354,isic2019,17359380918176639088,2415228105999044926,17065
ISIC_0060159,isic2019,2337624172913520656,9687941591284025048,17101
ISIC_0066239,isic2019,2337624172914077712,9687941591284024952,17101
ISIC_0060171,isic2019,1087363257466818335,8329283445128181954,17109
ISIC_0069687,isic2019,1082868453932470047,7176361940521597122,17109
ISIC_0060332,isic2019,10384464077044778759,18316562602006673608,17208
ISIC_0073019,isic2019,10382212277231095623,18316421864518318792,17208
ISIC_0060343,isic2019,8137105738425099504,31172206726271426,17216
ISIC_0065721,isic2019,17360477775279875312,31172206726402370,17216
ISIC_0060473,isic2019,17910278121812106972,7753404319074806224,17289
ISIC_0071697,isic2019,17908026321998421724,7753404319074282960,17289
ISIC_0060482,isic2019,13890452130191297772,11645897832038051580,17297
ISIC_0062371,isic2019,13890452130191297772,11645897832038051580,17297
ISIC_0060551,isic2019,17914261718738847472,3040678294830619710,17342
ISIC_0064420,isic2019,17914261719003088624,3112735888868416574,17342
ISIC_0065462,isic2019,17914261718738847472,3112735888868416574,17342
ISIC_0060606,isic2019,16205868520323343596,10078537789577504534,17377
ISIC_0062094,isic2019,16205868520323343596,10078537789577504534,17377
ISIC_0060622,isic2019,17363835269326753008,3150447050428814800,17385
ISIC_0068856,isic2019,17363835269325704432,3150447050428814800,17385
ISIC_0060833,isic2019,17350355921785635040,12301165478643162698,17519
ISIC_0062699,isic2019,17350355921785637104,12314676277525274186,17519
ISIC_0060874,isic2019,2240271465391820557,17624774894980246584,17546
ISIC_0072581,isic2019,2240271465391820557,17633782094167878712,17546
ISIC_0060997,isic2019,15044346045079422340,14195955629549337246,17625
ISIC_0072076,isic2019,15044346045079422340,14195955629549337246,17625
ISIC_0061089,isic2019,16204178846909262064,9985747374594465530,17679
ISIC_0068249,isic2019,16204178846909262064,9985747374594465530,17679
ISIC_0061121,isic2019,17355954317338929392,12187467937365261210,17699
ISIC_0062609,isic2019,17355954317338929392,12187467937365261210,17699
ISIC_0061300,isic2019,9512450149475357570,15193789620112630154,17810
ISIC_0072375,isic2019,9512450149475357570,15193789620079206794,17810
ISIC_0061391,isic2019,8138251697412174064,10146143082111263134,17866
ISIC_0069118,isic2019,8138251697412174064,10146143082111263134,17866
ISIC_0061423,isic2019,17360477775144602864,204561290522706840,17885
ISIC_0066195,isic2019,17358225975335120112,204561015661577112,17885
ISIC_0061437,isic2019,15894926153043883918,8152359881721917182,17890
ISIC_0063677,isic2019,15894926153043883918,8152359881721917182,17890
ISIC_0061530,isic2019,11836761219676255322,6947254938214964118,17941
ISIC_0072202,isic2019,308109123561206874,6947817888168384918,17941
ISIC_0061701,isic2019,17351400551955234032,3080660979935763296,18059
ISIC_0062948,isic2019,17351418143335972080,3081786879842605664,18059
ISIC_0061710,isic2019,506381209868633926,16069279094871917544,18066
ISIC_0073018,isic2019,506381209868633926,16069279094871917544,18066
ISIC_0061802,isic2019,17072857625933024468,2962993546912768930,18117
ISIC_0073100,isic2019,17072857625933024468,2962993546912768930,18117
ISIC_0061902,isic2019,17361078374907022780,2529502258284308912,18180
ISIC_0069588,isic2019,17361078374907022780,2529502258284308912,18180
ISIC_0062193,isic2019,76013667193142844,7603121246341333814,18362
ISIC_0065357,isic2019,76013667193142840,7603121246072914742,18362
ISIC_0062259,isic2019,11289995535200526334,5452498654143654806,18407
ISIC_0063226,isic2019,11289995535200526334,5452498654143654806,18407
ISIC_0062361,isic2019,144680660536332847,17936474566287859360,18471
ISIC_0069849,isic2019,144680660536332847,17936474566287859360,18471
ISIC_0062648,isic2019,6646819778898364167,6859977115637790288,18649
ISIC_0063402,isic2019,15870191815753139975,6859977115637790288,18649
ISIC_0062662,isic2019,6985330330445606960,9568560613066377018,18659
ISIC_0066482,isic2019,6949301516246773816,9573064178334009146,18659
ISIC_0062931,isic2019,16783454073249348926,7027474093406731160,18825
ISIC_0071911,isic2019,16783454073249348926,7027474093406731160,18825
ISIC_0062983,isic2019,13898355290425788448,12475090559535836488,18857
ISIC_0064339,isic2019,13898355290425788448,12475090559535836488,18857
ISIC_0063018,isic2019,16759608399907488496,13864660845302824568,18877
ISIC_0065714,isic2019,16759608399907488496,13864660845303078520,18877
ISIC_0063174,isic2019,17355947995148776688,3135231286071294658,18977
ISIC_0073143,isic2019,17355947995148776688,3135231286205512384,18977
ISIC_0063304,isic2019,17363835744188941552,3044035051617811274,19064
ISIC_0064285,isic2019,17363835744188941552,3044035051617811274,19064
ISIC_0063416,isic2019,1013044998535320323,14296564011712539960,19128
ISIC_0065589,isic2019,1013044998535320323,14296562912268021048,19128
ISIC_0063572,isic2019,17363831352819748064,12301165513010208744,19214
ISIC_0066282,isic2019,17363831352818699488,12300039613103366136,19214
ISIC_0063659,isic2019,13871087956124631170,16331471233707020220,19270
ISIC_0071073,isic2019,13871087956124631170,16331471233707020220,19270
ISIC_0063803,isic2019,1670588205708556047,8747544754236393176,19362
ISIC_0069249,isic2019,1670588205708556047,8747544754236393176,19362
ISIC_0064007,isic2019,10243303345533460396,16787451223472571210,19493
ISIC_0071850,isic2019,10243303345533460396,16787451223472571210,19493
ISIC_0064096,isic2019,17359349926098946288,11564144298622871972,19551
ISIC_0068957,isic2019,17359349891739207920,11708259486698727716,19551
ISIC_0064300,isic2019,9668257063700423904,16780600840152066988,19672
ISIC_0066115,isic2019,9668257063700423904,16780600840152066988,19672
ISIC_0064344,isic2019,17337765780172758248,6945003206121907830,19704
ISIC_0067891,isic2019,17914367269972925672,6946129106028734070,19704
ISIC_0064493,isic2019,15617937115127393512,7528104408350753518,19791
ISIC_0069439,isic2019,15581907218596801704,7528104408350360302,19791
ISIC_0064657,isic2019,10326643286254231310,8615473812556678128,19891
ISIC_0067956,isic2019,10326643288397520655,7462552316539765744,19891
ISIC_0064670,isic2019,16181027874622394086,14100503192431633852,19902
ISIC_0072410,isic2019,16181027874622394086,14100503192431633852,19902
ISIC_0064952,isic2019,17653816800509993192,2503588967033383142,20077
ISIC_0069565,isic2019,18230277552813418720,2503588967033383142,20077
ISIC_0065009,isic2019,17350382447039148272,12274706392781709024,20111
ISIC_0072860,isic2019,17359398442386911472,12274706393847062240,20111
ISIC_0065024,isic2019,17207793685856828458,6921939137801927332,20120
ISIC_0069524,isic2019,17206667648511032490,6921939137801927332,20120
ISIC_0065072,isic2019,17363301428933680864,156547351236099796,20149
ISIC_0073101,isic2019,17354294229678935776,12432171750178516,20149
ISIC_0065140,isic2019,11447840564586845853,4614829474789920164,20189
ISIC_0072994,isic2019,11447840564586845853,4614829474789920164,20189
ISIC_0065588,isic2019,16773824608234554592,11706550717763313394,20482
ISIC_0065639,isic2019,16773824608234554592,11706550717763313394,20482
ISIC_0066143,isic2019,16772678277118032104,9992679390944988726,20826
ISIC_0073147,isic2019,16196217524680390888,9992679390944988726,20826
ISIC_0066634,isic2019,17795638087126990076,2472080495440202622,21133
ISIC_0067608,isic2019,17795638087126990076,2472080495440202622,21133
ISIC_0067044,isic2019,17359349967937783024,12255566145904334456,21391
ISIC_0072114,isic2019,17359349967904228592,12255566145904203388,21391
ISIC_0067502,isic2019,4829863593985117959,17657357058069297482,21690
ISIC_0067980,isic2019,4829863593985117959,17657357058069297482,21690
ISIC_0067546,isic2019,16757479727677553144,9333713792795586300,21714
ISIC_0073108,isic2019,16178767175560182264,9334839692694040316,21714
ISIC_0067551,isic2019,8140490311035318512,805287636850100936,21717
ISIC_0068508,isic2019,8140490311035318512,805287636850100936,21717
ISIC_0067692,isic2019,13872221024565653712,9999402628052989566,21807
ISIC_0070854,isic2019,13872361763126702288,9855287439985522302,21807
ISIC_0067733,isic2019,17351461726378180848,9969866912988191354,21835
ISIC_0072473,isic2019,17351461176622369008,12275709922200836730,21835
ISIC_0067799,isic2019,17357120271774970096,253535469126310324,21878
ISIC_0071186,isic2019,17357120271774970096,253535469126310324,21878
ISIC_0067971,isic2019,13555341469289418446,7655981530539927868,21983
ISIC_0071631,isic2019,13555340365482823372,7655981521950255420,21983
ISIC_0068652,isic2019,15629826748391934664,16652397794511982318,22421
ISIC_0068948,isic2019,15629826748358118088,16652397794511982318,22421
ISIC_0069013,isic2019,13889117877015872128,16908112604301657366,22656
ISIC_0071017,isic2019,13889117877015872128,16908112604301657366,22656
ISIC_0069079,isic2019,14101600514678566952,10471699835337116878,22694
ISIC_0071090,isic2019,14101881989655277864,10471664650965028558,22694
ISIC_0069494,isic2019,18248444262456565511,9154006758205110396,22975
ISIC_0069569,isic2019,18248373893712387847,9155132640932083836,22975
ISIC_0069512,isic2019,8133717034967818480,9258943336029643030,22986
ISIC_0071593,isic2019,8133717034967818352,9258943336029643030,22986
ISIC_0070713,isic2019,17363879767603732720,12136097525779692134,23729
ISIC_0071606,isic2019,17363879767603732720,12136097525779692134,23729
ISIC_0071099,isic2019,13591527513366147896,6721387945168390948,23970
ISIC_0072807,isic2019,15892866922952471352,6721379149083757348,23970
ISIC_0072714,isic2019,16177502680460216000,9436320270091171692,24978
ISIC_0072923,isic2019,13871659671246522080,9436320819846985548,24978
PAT_202_307_424.png,pad,7453238989838825335,6893630654516375764,25496
PAT_202_308_721.png,pad,7453238989838825335,6893630654516375764,25496
PAT_302_650_477.png,pad,4864876205155812384,15728020384803119850,25676
PAT_302_651_529.png,pad,4864876205155812384,15728020384803119850,25676
PAT_311_666_191.png,pad,361157709774915335,15794463422318636168,25694
PAT_311_667_416.png,pad,361157709774915335,15794463422318636168,25694
PAT_380_1540_959.png,pad,4441433574661,18412999720778862942,25826
PAT_380_773_362.png,pad,4441433574661,18412999720778862942,25826
PAT_38_1002_34.png,pad,10666225021571238405,15657621281999762790,25857
PAT_38_1003_68.png,pad,10666225021571238405,15657621281999762790,25857
PAT_38_1002_668.png,pad,4631013246806295641,14959026864150032486,25858
PAT_38_1003_226.png,pad,4631013246806295641,14959026864150032486,25858
PAT_419_2767_323.png,pad,2170206215934451260,7767259528265337332,25904
PAT_419_833_148.png,pad,2170206215934451260,7767259528265337332,25904
PAT_528_3072_615.png,pad,433489134234255505,17941011365695527066,26073
PAT_528_993_589.png,pad,433489134234255505,17941011365695527066,26073
PAT_56_86_479.png,pad,16196242343199957232,11737802960840151628,26134
PAT_56_88_274.png,pad,16196242343199957232,11737802960840151628,26134
PAT_570_1084_637.png,pad,14465783172584338418,5297695960231464438,26137
PAT_570_1085_344.png,pad,14465783172584338418,5297695960231464438,26137
PAT_570_1084_939.png,pad,7232790938048481555,16584816144555594676,26138
PAT_570_1085_429.png,pad,7232790938048481555,16584816144555594676,26138
PAT_691_1311_2.png,pad,9033971371664408574,8351800281409184840,26450
PAT_691_3994_671.png,pad,9033971371664408574,8351800281409184840,26450
PAT_691_1311_890.png,pad,1229398676280689477,15218099540542411062,26452
PAT_691_3994_791.png,pad,1229398676280689477,15218099540542411062,26452
PAT_701_1321_156.png,pad,2528285269146178333,7177498391865826406,26464
PAT_701_4056_457.png,pad,2528285269146178333,7177498391865826406,26464
